,count,count_no_rt
2019-10-24,87.0,9.0
2019-10-25,70.0,9.0
2019-10-26,62.0,12.0
2019-10-27,51.0,13.0
2019-10-28,126.0,19.0
2019-10-29,195.0,19.0
2019-10-30,48.0,26.0
2019-10-31,77.0,8.0
2019-11-01,87.0,11.0
2019-11-02,136.0,22.0
2019-11-03,83.0,13.0
2019-11-04,125.0,23.0
2019-11-05,157.0,10.0
2019-11-06,97.0,14.0
2019-11-07,180.0,18.0
2019-11-08,371.0,21.0
2019-11-09,138.0,10.0
2019-11-10,57.0,13.0
2019-11-11,153.0,12.0
2019-11-12,49.0,8.0
2019-11-13,76.0,11.0
2019-11-14,129.0,10.0
2019-11-15,69.0,8.0
2019-11-16,132.0,11.0
2019-11-17,48.0,9.0
2019-11-18,67.0,4.0
2019-11-19,110.0,10.0
2019-11-20,135.0,11.0
2019-11-21,157.0,14.0
2019-11-22,348.0,12.0
2019-11-23,400.0,12.0
2019-11-24,182.0,16.0
2019-11-25,597.0,9.0
2019-11-26,400.0,27.0
2019-11-27,197.0,12.0
2019-11-28,83.0,13.0
2019-11-29,159.0,17.0
2019-11-30,129.0,16.0
2019-12-01,88.0,13.0
2019-12-02,49.0,4.0
2019-12-03,81.0,6.0
2019-12-04,65.0,7.0
2019-12-05,148.0,10.0
2019-12-06,147.0,18.0
2019-12-07,162.0,14.0
2019-12-08,393.0,20.0
2019-12-09,179.0,12.0
2019-12-10,376.0,35.0
2019-12-11,267.0,26.0
2019-12-12,301.0,24.0
2019-12-13,206.0,18.0
2019-12-14,88.0,21.0
2019-12-15,44.0,13.0
2019-12-16,140.0,11.0
2019-12-17,158.0,16.0
2019-12-18,65.0,3.0
2019-12-19,197.0,13.0
2019-12-20,206.0,5.0
2019-12-21,149.0,11.0
2019-12-22,95.0,9.0
2019-12-23,146.0,5.0
2019-12-24,77.0,6.0
2019-12-25,46.0,9.0
2019-12-26,165.0,7.0
2019-12-27,76.0,1.0
2019-12-28,81.0,8.0
2019-12-29,74.0,9.0
2019-12-30,83.0,15.0
2019-12-31,96.0,14.0
2020-01-01,283.0,8.0
2020-01-02,116.0,7.0
2020-01-03,86.0,8.0
2020-01-04,75.0,5.0
2020-01-05,78.0,5.0
2020-01-06,82.0,11.0
2020-01-07,66.0,11.0
2020-01-08,66.0,8.0
2020-01-09,182.0,30.0
2020-01-10,62.0,11.0
2020-01-11,68.0,8.0
2020-01-12,31.0,1.0
2020-01-13,51.0,12.0
2020-01-14,66.0,7.0
2020-01-15,62.0,10.0
2020-01-16,52.0,9.0
2020-01-17,84.0,12.0
2020-01-18,65.0,11.0
2020-01-19,208.0,16.0
2020-01-20,303.0,12.0
2020-01-21,154.0,5.0
2020-01-22,57.0,5.0
2020-01-23,57.0,7.0
2020-01-24,357.0,10.0
2020-01-25,378.0,11.0
2020-01-26,121.0,6.0
2020-01-27,175.0,5.0
2020-01-28,47.0,6.0
2020-01-29,42.0,8.0
2020-01-30,78.0,14.0
2020-01-31,80.0,15.0
2020-02-01,113.0,15.0
2020-02-02,77.0,9.0
2020-02-03,34.0,5.0
2020-02-04,92.0,8.0
2020-02-05,156.0,13.0
2020-02-06,352.0,11.0
2020-02-07,139.0,13.0
2020-02-08,85.0,11.0
2020-02-09,3446.0,348.0
2020-02-10,1948.0,47.0
2020-02-11,203.0,21.0
2020-02-12,156.0,20.0
2020-02-13,151.0,14.0
2020-02-14,74.0,10.0
2020-02-15,82.0,11.0
2020-02-16,111.0,9.0
2020-02-17,120.0,7.0
2020-02-18,127.0,13.0
2020-02-19,82.0,10.0
2020-02-20,72.0,10.0
2020-02-21,42.0,10.0
2020-02-22,49.0,10.0
2020-02-23,74.0,7.0
2020-02-24,105.0,6.0
2020-02-25,75.0,6.0
2020-02-26,103.0,7.0
2020-02-27,89.0,7.0
2020-02-28,72.0,7.0
2020-02-29,37.0,5.0
2020-03-01,68.0,8.0
2020-03-02,65.0,3.0
2020-03-03,31.0,9.0
2020-03-04,99.0,7.0
2020-03-05,43.0,9.0
2020-03-06,62.0,10.0
2020-03-07,65.0,5.0
2020-03-08,51.0,4.0
2020-03-09,38.0,3.0
2020-03-10,13.0,8.0
2020-03-11,49.0,8.0
2020-03-12,82.0,7.0
2020-03-13,71.0,5.0
2020-03-14,113.0,8.0
2020-03-15,56.0,2.0
2020-03-16,65.0,5.0
2020-03-17,100.0,7.0
2020-03-18,82.0,7.0
2020-03-19,28.0,4.0
2020-03-20,17.0,7.0
2020-03-21,19.0,5.0
2020-03-22,195.0,2.0
2020-03-23,54.0,1.0
2020-03-24,10.0,2.0
2020-03-25,99.0,6.0
2020-03-26,78.0,5.0
2020-03-27,106.0,11.0
2020-03-28,189.0,7.0
2020-03-29,318.0,6.0
2020-03-30,236.0,15.0
2020-03-31,54.0,5.0
2020-04-01,46.0,8.0
2020-04-02,47.0,5.0
2020-04-03,60.0,6.0
2020-04-04,73.0,6.0
2020-04-05,55.0,4.0
2020-04-06,24.0,1.0
2020-04-07,39.0,3.0
2020-04-08,52.0,13.0
2020-04-09,49.0,5.0
2020-04-10,353.0,12.0
2020-04-11,128.0,9.0
2020-04-12,115.0,21.0
2020-04-13,85.0,10.0
2020-04-14,43.0,7.0
2020-04-15,51.0,9.0
2020-04-16,52.0,7.0
2020-04-17,68.0,5.0
2020-04-18,63.0,7.0
2020-04-19,101.0,11.0
2020-04-20,166.0,7.0
2020-04-21,108.0,12.0
2020-04-22,1132.0,58.0
2020-04-23,418.0,46.0
2020-04-24,46.0,15.0
2020-04-25,60.0,10.0
2020-04-26,103.0,16.0
2020-04-27,174.0,20.0
2020-04-28,179.0,27.0
2020-04-29,87.0,11.0
2020-04-30,79.0,24.0
2020-05-01,89.0,32.0
2020-05-02,82.0,18.0
2020-05-03,618.0,231.0
2020-05-04,153.0,33.0
2020-05-05,141.0,39.0
2020-05-06,377.0,16.0
2020-05-07,322.0,19.0
2020-05-08,180.0,9.0
2020-05-09,387.0,8.0
2020-05-10,236.0,12.0
2020-05-11,88.0,21.0
2020-05-12,51.0,14.0
2020-05-13,42.0,12.0
2020-05-14,98.0,15.0
2020-05-15,85.0,14.0
2020-05-16,65.0,17.0
2020-05-17,62.0,8.0
2020-05-18,57.0,21.0
2020-05-19,79.0,18.0
2020-05-20,25.0,7.0
2020-05-21,145.0,3.0
2020-05-22,51.0,8.0
2020-05-23,41.0,8.0
2020-05-24,28.0,7.0
2020-05-25,27.0,6.0
2020-05-26,65.0,32.0
2020-05-27,149.0,59.0
2020-05-28,321.0,91.0
2020-05-29,419.0,110.0
2020-05-30,883.0,144.0
2020-05-31,660.0,190.0
2020-06-01,572.0,149.0
2020-06-02,1605.0,485.0
2020-06-03,25722.0,4710.0
2020-06-04,7441.0,1433.0
2020-06-05,1955.0,496.0
2020-06-06,2159.0,396.0
2020-06-07,1726.0,389.0
2020-06-08,1186.0,300.0
2020-06-09,1402.0,258.0
2020-06-10,1386.0,229.0
2020-06-11,958.0,189.0
2020-06-12,951.0,171.0
2020-06-13,953.0,178.0
2020-06-14,755.0,182.0
2020-06-15,780.0,132.0
2020-06-16,688.0,155.0
2020-06-17,2763.0,357.0
2020-06-18,4317.0,429.0
2020-06-19,1605.0,223.0
2020-06-20,882.0,155.0
2020-06-21,692.0,135.0
2020-06-22,568.0,146.0
2020-06-23,467.0,125.0
2020-06-24,467.0,105.0
2020-06-25,496.0,104.0
2020-06-26,312.0,62.0
2020-06-27,347.0,56.0
2020-06-28,444.0,81.0
2020-06-29,913.0,124.0
2020-06-30,494.0,100.0
2020-07-01,929.0,130.0
2020-07-02,813.0,116.0
2020-07-03,433.0,82.0
2020-07-04,576.0,96.0
2020-07-05,480.0,71.0
2020-07-06,396.0,76.0
2020-07-07,666.0,59.0
2020-07-08,378.0,63.0
2020-07-09,556.0,90.0
2020-07-10,504.0,98.0
2020-07-11,979.0,177.0
2020-07-12,5312.0,1062.0
2020-07-13,5883.0,423.0
2020-07-14,1193.0,219.0
2020-07-15,727.0,130.0
2020-07-16,650.0,112.0
2020-07-17,997.0,148.0
2020-07-18,1767.0,154.0
2020-07-19,1681.0,117.0
2020-07-20,850.0,124.0
2020-07-21,396.0,84.0
2020-07-22,310.0,91.0
2020-07-23,311.0,76.0
2020-07-24,341.0,75.0
2020-07-25,346.0,77.0
2020-07-26,573.0,79.0
2020-07-27,479.0,78.0
2020-07-28,251.0,58.0
2020-07-29,285.0,85.0
2020-07-30,373.0,56.0
2020-07-31,303.0,51.0
2020-08-01,329.0,58.0
2020-08-02,414.0,64.0
2020-08-03,392.0,70.0
2020-08-04,346.0,69.0
2020-08-05,239.0,56.0
2020-08-06,380.0,64.0
2020-08-07,514.0,62.0
2020-08-08,332.0,37.0
2020-08-09,248.0,53.0
2020-08-10,202.0,56.0
2020-08-11,342.0,59.0
2020-08-12,210.0,53.0
2020-08-13,273.0,51.0
2020-08-14,245.0,49.0
2020-08-15,279.0,68.0
2020-08-16,367.0,66.0
2020-08-17,812.0,54.0
2020-08-18,439.0,54.0
2020-08-19,1692.0,417.0
2020-08-20,704.0,171.0
2020-08-21,486.0,88.0
2020-08-22,444.0,71.0
2020-08-23,245.0,64.0
2020-08-24,341.0,126.0
2020-08-25,336.0,148.0
2020-08-26,359.0,160.0
2020-08-27,577.0,183.0
2020-08-28,518.0,142.0
2020-08-29,566.0,112.0
2020-08-30,762.0,146.0
2020-08-31,2501.0,154.0
2020-09-01,1144.0,140.0
2020-09-02,376.0,90.0
2020-09-03,351.0,108.0
2020-09-04,820.0,89.0
2020-09-05,346.0,74.0
2020-09-06,279.0,74.0
2020-09-07,245.0,69.0
2020-09-08,337.0,61.0
2020-09-09,335.0,57.0
2020-09-10,303.0,63.0
2020-09-11,366.0,91.0
2020-09-12,611.0,60.0
2020-09-13,24051.0,1797.0
2020-09-14,5936.0,387.0
2020-09-15,3380.0,264.0
2020-09-16,828.0,129.0
2020-09-17,541.0,112.0
2020-09-18,404.0,86.0
2020-09-19,322.0,58.0
2020-09-20,255.0,50.0
2020-09-21,365.0,43.0
2020-09-22,445.0,77.0
2020-09-23,3087.0,226.0
2020-09-24,1176.0,221.0
2020-09-25,1012.0,328.0
2020-09-26,475.0,103.0
2020-09-27,225.0,63.0
2020-09-28,251.0,54.0
2020-09-29,189.0,49.0
2020-09-30,188.0,55.0
2020-10-01,158.0,38.0
2020-10-02,151.0,35.0
2020-10-03,147.0,21.0
2020-10-04,193.0,49.0
2020-10-05,364.0,48.0
2020-10-06,377.0,44.0
2020-10-07,218.0,38.0
2020-10-08,166.0,43.0
2020-10-09,111.0,19.0
2020-10-10,276.0,26.0
2020-10-11,248.0,30.0
2020-10-12,179.0,31.0
2020-10-13,138.0,31.0
2020-10-14,99.0,27.0
2020-10-15,77.0,18.0
2020-10-16,406.0,28.0
2020-10-17,177.0,32.0
2020-10-18,128.0,22.0
2020-10-19,96.0,28.0
2020-10-20,251.0,34.0
2020-10-21,1006.0,42.0
2020-10-22,704.0,43.0
2020-10-23,119.0,34.0
2020-10-24,106.0,22.0
2020-10-25,170.0,44.0
2020-10-26,225.0,33.0
2020-10-27,638.0,73.0
2020-10-28,4206.0,87.0
2020-10-29,1453.0,50.0
2020-10-30,462.0,47.0
2020-10-31,156.0,32.0
